START DATE(UTC), END DATE(UTC), START TIME(LOCAL), END TIME(LOCAL), DURATION, NAME, LOCATION, NOTE
2019-11-25 19:18:57,2019-11-25 19:21:44,2019-11-25 14:18:57 EST,2019-11-25 14:21:44 EST,167, Walk, , 
2019-11-25 19:21:45,2019-11-25 19:34:06,2019-11-25 14:21:45 EST,2019-11-25 14:34:06 EST,741, Transport, , 
2019-11-25 19:45:03,2019-11-25 20:07:00,2019-11-25 14:45:03 EST,2019-11-25 15:07:00 EST,1317, Walk, , 
2019-11-25 20:29:10,2019-11-25 20:38:31,2019-11-25 15:29:10 EST,2019-11-25 15:38:31 EST,561, Walk, , 
2019-11-25 20:38:32,2019-11-25 20:44:22,2019-11-25 15:38:32 EST,2019-11-25 15:44:22 EST,350, Transport, , 
2019-11-25 20:49:32,2019-11-25 20:57:26,2019-11-25 15:49:32 EST,2019-11-25 15:57:26 EST,474, Transport, , 
2019-11-25 21:07:01,2019-11-25 21:29:59,2019-11-25 16:07:01 EST,2019-11-25 16:29:59 EST,1378, Transport, , 
2019-11-25 21:42:04,2019-11-25 21:48:16,2019-11-25 16:42:04 EST,2019-11-25 16:48:16 EST,372, Transport, , 
2019-11-25 22:41:29,2019-11-25 23:03:36,2019-11-25 17:41:29 EST,2019-11-25 18:03:36 EST,1327, Transport, , 
2019-11-25 23:03:36,2019-11-26 04:22:09,2019-11-25 18:03:36 EST,2019-11-25 23:22:09 EST,19113, Home, Home, 
2019-11-26 04:22:09,2019-11-26 04:33:09,2019-11-25 23:22:09 EST,2019-11-25 23:33:09 EST,660, Transport, , 
2019-11-26 04:33:09,2019-11-26 04:44:25,2019-11-25 23:33:09 EST,2019-11-25 23:44:25 EST,676, Shopping, Super Stop & Shop, 
2019-11-26 04:44:25,2019-11-26 04:53:01,2019-11-25 23:44:25 EST,2019-11-25 23:53:01 EST,516, Transport, , 
2019-11-26 04:53:01,2019-11-26 13:35:18,2019-11-25 23:53:01 EST,2019-11-26 08:35:18 EST,31337, Home, Home, 
2019-11-26 07:34:57,2019-11-26 12:54:31,2019-11-26 02:34:57 EST,2019-11-26 07:54:31 EST,19174, Sleep, Home, 
2019-11-26 13:35:18,2019-11-26 14:12:13,2019-11-26 08:35:18 EST,2019-11-26 09:12:13 EST,2215, Transport, , 
2019-11-26 14:55:18,2019-11-26 15:03:21,2019-11-26 09:55:18 EST,2019-11-26 10:03:21 EST,483, Transport, , 
2019-11-26 15:17:27,2019-11-26 15:46:33,2019-11-26 10:17:27 EST,2019-11-26 10:46:33 EST,1746, Transport, , 
2019-11-26 15:46:44,2019-11-30 03:16:54,2019-11-26 10:46:44 EST,2019-11-29 22:16:54 EST,300610, Home, Home, 
2019-11-27 07:26:56,2019-11-27 14:04:20,2019-11-27 02:26:56 EST,2019-11-27 09:04:20 EST,23844, Sleep, Home, 
2019-11-28 06:39:12,2019-11-28 14:30:42,2019-11-28 01:39:12 EST,2019-11-28 09:30:42 EST,28290, Sleep, Home, 
2019-11-29 06:47:47,2019-11-29 14:15:58,2019-11-29 01:47:47 EST,2019-11-29 09:15:58 EST,26891, Sleep, Home, 
2019-11-30 03:17:13,2019-11-30 03:34:59,2019-11-29 22:17:13 EST,2019-11-29 22:34:59 EST,1066, Transport, , 
2019-11-30 03:34:59,2019-11-30 09:31:47,2019-11-29 22:34:59 EST,2019-11-30 04:31:47 EST,21408, Chillin, Toms, 
2019-11-30 09:31:47,2019-11-30 09:48:40,2019-11-30 04:31:47 EST,2019-11-30 04:48:40 EST,1013, Transport, , 
2019-11-30 09:48:40,2019-12-01 02:41:52,2019-11-30 04:48:40 EST,2019-11-30 21:41:52 EST,60792, Home, Home, 
2019-11-30 10:11:04,2019-11-30 16:26:05,2019-11-30 05:11:04 EST,2019-11-30 11:26:05 EST,22501, Sleep, Home, 
2019-12-01 02:41:52,2019-12-01 02:56:19,2019-11-30 21:41:52 EST,2019-11-30 21:56:19 EST,867, Transport, , 
2019-12-01 03:51:17,2019-12-01 04:08:56,2019-11-30 22:51:17 EST,2019-11-30 23:08:56 EST,1059, Transport, , 
2019-12-01 04:10:18,2019-12-01 16:51:37,2019-11-30 23:10:18 EST,2019-12-01 11:51:37 EST,45679, Home, Home, 
2019-12-01 08:32:09,2019-12-01 13:12:29,2019-12-01 03:32:09 EST,2019-12-01 08:12:29 EST,16820, Sleep, Home, 
2019-12-01 16:51:37,2019-12-01 17:47:43,2019-12-01 11:51:37 EST,2019-12-01 12:47:43 EST,3366, Transport, , 
2019-12-01 17:55:20,2019-12-01 19:25:53,2019-12-01 12:55:20 EST,2019-12-01 14:25:53 EST,5433, Transport, , 
2019-12-02 00:23:56,2019-12-02 00:25:57,2019-12-01 19:23:56 EST,2019-12-01 19:25:57 EST,121, Walk, , 
2019-12-02 00:32:42,2019-12-02 00:49:47,2019-12-01 19:32:42 EST,2019-12-01 19:49:47 EST,1025, Walk, , 
2019-12-02 08:02:11,2019-12-02 15:07:40,2019-12-02 03:02:11 EST,2019-12-02 10:07:40 EST,25529, Sleep, , 
2019-12-02 21:55:39,2019-12-02 23:12:32,2019-12-02 16:55:39 EST,2019-12-02 18:12:32 EST,4613, School Stuff, Valentine Hall, 
2019-12-02 23:38:26,2019-12-02 23:45:19,2019-12-02 18:38:26 EST,2019-12-02 18:45:19 EST,413, Walk, , 
2019-12-03 00:09:28,2019-12-03 00:23:43,2019-12-02 19:09:28 EST,2019-12-02 19:23:43 EST,855, Walk, , 
2019-12-03 00:30:53,2019-12-03 00:50:19,2019-12-02 19:30:53 EST,2019-12-02 19:50:19 EST,1166, Chillin, , 
2019-12-03 03:22:11,2019-12-03 03:26:03,2019-12-02 22:22:11 EST,2019-12-02 22:26:03 EST,232, Transport, , 
2019-12-03 07:55:46,2019-12-03 14:45:21,2019-12-03 02:55:46 EST,2019-12-03 09:45:21 EST,24575, Sleep, , 
2019-12-03 15:01:58,2019-12-03 15:09:36,2019-12-03 10:01:58 EST,2019-12-03 10:09:36 EST,458, Transport, , 
2019-12-03 17:07:00,2019-12-03 17:27:39,2019-12-03 12:07:00 EST,2019-12-03 12:27:39 EST,1239, Transport, , 
2019-12-03 17:57:18,2019-12-03 18:02:14,2019-12-03 12:57:18 EST,2019-12-03 13:02:14 EST,296, Walk, , 
2019-12-03 23:28:36,2019-12-03 23:38:31,2019-12-03 18:28:36 EST,2019-12-03 18:38:31 EST,595, Chillin, , 
2019-12-04 08:56:49,2019-12-04 13:15:29,2019-12-04 03:56:49 EST,2019-12-04 08:15:29 EST,15520, Sleep, , 
2019-12-05 03:02:01,2019-12-05 03:04:22,2019-12-04 22:02:01 EST,2019-12-04 22:04:22 EST,141, Walk, , 
2019-12-05 08:57:19,2019-12-05 14:30:30,2019-12-05 03:57:19 EST,2019-12-05 09:30:30 EST,19991, Sleep, , 
2019-12-05 16:59:03,2019-12-05 17:14:56,2019-12-05 11:59:03 EST,2019-12-05 12:14:56 EST,953, Transport, , 
2019-12-05 17:47:39,2019-12-05 17:52:41,2019-12-05 12:47:39 EST,2019-12-05 12:52:41 EST,302, Walk, , 
2019-12-06 06:33:19,2019-12-06 12:39:31,2019-12-06 01:33:19 EST,2019-12-06 07:39:31 EST,21972, Sleep, , 
2019-12-07 02:45:26,2019-12-08 01:26:51,2019-12-06 21:45:26 EST,2019-12-07 20:26:51 EST,81685, School Stuff, Fayerweather Hall, 
2019-12-07 23:17:09,2019-12-07 23:35:19,2019-12-07 18:17:09 EST,2019-12-07 18:35:19 EST,1090, Sleep, Fayerweather Hall, 
2019-12-08 01:26:51,2019-12-08 01:30:49,2019-12-07 20:26:51 EST,2019-12-07 20:30:49 EST,238, Walk, , 
2019-12-08 01:30:50,2019-12-08 02:53:36,2019-12-07 20:30:50 EST,2019-12-07 21:53:36 EST,4966, Chillin, Tyler House, 
2019-12-08 02:53:36,2019-12-08 06:02:14,2019-12-07 21:53:36 EST,2019-12-08 01:02:14 EST,11318, School Stuff, Fayerweather Hall, 
2019-12-08 06:02:59,2019-12-08 06:58:33,2019-12-08 01:02:59 EST,2019-12-08 01:58:33 EST,3334, Chillin, Tyler House, 
2019-12-08 07:53:04,2019-12-08 07:55:53,2019-12-08 02:53:04 EST,2019-12-08 02:55:53 EST,169, Walk, , 
2019-12-08 07:55:54,2019-12-08 22:46:40,2019-12-08 02:55:54 EST,2019-12-08 17:46:40 EST,53446, School Stuff, Fayerweather Hall, 
2019-12-08 08:03:14,2019-12-08 14:08:25,2019-12-08 03:03:14 EST,2019-12-08 09:08:25 EST,21911, Sleep, Fayerweather Hall, 
2019-12-09 08:15:08,2019-12-09 14:31:36,2019-12-09 03:15:08 EST,2019-12-09 09:31:36 EST,22588, Sleep, , 
2019-12-09 19:51:40,2019-12-09 19:56:21,2019-12-09 14:51:40 EST,2019-12-09 14:56:21 EST,281, Walk, , 
2019-12-09 19:56:22,2019-12-10 17:52:55,2019-12-09 14:56:22 EST,2019-12-10 12:52:55 EST,78993, School Stuff, Fayerweather Hall, 
2019-12-10 08:20:06,2019-12-10 15:46:28,2019-12-10 03:20:06 EST,2019-12-10 10:46:28 EST,26782, Sleep, Fayerweather Hall, 
2019-12-10 17:54:09,2019-12-10 20:48:58,2019-12-10 12:54:09 EST,2019-12-10 15:48:58 EST,10489, School Stuff, Fayerweather Hall, 
2019-12-11 02:21:26,2019-12-11 14:27:42,2019-12-10 21:21:26 EST,2019-12-11 09:27:42 EST,43576, School Stuff, Fayerweather Hall, 
2019-12-11 14:58:18,2019-12-11 15:01:17,2019-12-11 09:58:18 EST,2019-12-11 10:01:17 EST,179, Walk, , 
2019-12-11 20:43:39,2019-12-11 21:25:33,2019-12-11 15:43:39 EST,2019-12-11 16:25:33 EST,2514, School Stuff, , 
2019-12-11 21:26:46,2019-12-12 18:36:03,2019-12-11 16:26:46 EST,2019-12-12 13:36:03 EST,76157, School Stuff, Fayerweather Hall, 
2019-12-11 23:13:14,2019-12-11 23:45:08,2019-12-11 18:13:14 EST,2019-12-11 18:45:08 EST,1914, Sleep, Fayerweather Hall, 
2019-12-12 08:04:47,2019-12-12 16:44:55,2019-12-12 03:04:47 EST,2019-12-12 11:44:55 EST,31208, Sleep, Fayerweather Hall, 
2019-12-13 00:46:56,2019-12-13 00:55:09,2019-12-12 19:46:56 EST,2019-12-12 19:55:09 EST,493, Walk, , 
2019-12-13 01:00:32,2019-12-13 01:06:24,2019-12-12 20:00:32 EST,2019-12-12 20:06:24 EST,352, Walk, , 
2019-12-13 08:44:53,2019-12-13 15:46:34,2019-12-13 03:44:53 EST,2019-12-13 10:46:34 EST,25301, Sleep, , 
2019-12-14 09:20:05,2019-12-14 14:14:45,2019-12-14 04:20:05 EST,2019-12-14 09:14:45 EST,17680, Sleep, , 
2019-12-14 22:12:58,2019-12-15 20:12:54,2019-12-14 17:12:58 EST,2019-12-15 15:12:54 EST,79196, School Stuff, Fayerweather Hall, 
2019-12-15 08:58:47,2019-12-15 15:41:35,2019-12-15 03:58:47 EST,2019-12-15 10:41:35 EST,24168, Sleep, Fayerweather Hall, 
2019-12-15 21:59:19,2019-12-15 22:08:17,2019-12-15 16:59:19 EST,2019-12-15 17:08:17 EST,538, Walk, , 
2019-12-16 08:54:50,2019-12-16 16:16:47,2019-12-16 03:54:50 EST,2019-12-16 11:16:47 EST,26517, Sleep, , 
2019-12-17 07:48:27,2019-12-17 14:05:46,2019-12-17 02:48:27 EST,2019-12-17 09:05:46 EST,22639, Sleep, , 
2019-12-18 08:48:44,2019-12-18 15:29:53,2019-12-18 03:48:44 EST,2019-12-18 10:29:53 EST,24069, Sleep, , 
2019-12-19 09:32:27,2019-12-19 15:43:32,2019-12-19 04:32:27 EST,2019-12-19 10:43:32 EST,22265, Sleep, , 
2019-12-20 03:18:15,2019-12-20 04:40:53,2019-12-19 22:18:15 EST,2019-12-19 23:40:53 EST,4958, School Stuff, Fayerweather Hall, 
2019-12-20 04:40:53,2019-12-20 04:47:41,2019-12-19 23:40:53 EST,2019-12-19 23:47:41 EST,408, Home, Main Quad - Amherst College, 
2019-12-20 09:10:19,2019-12-20 14:40:25,2019-12-20 04:10:19 EST,2019-12-20 09:40:25 EST,19806, Sleep, , 
2019-12-20 21:38:37,2019-12-20 21:50:00,2019-12-20 16:38:37 EST,2019-12-20 16:50:00 EST,683, School Stuff, Valentine Hall, 
2019-12-21 00:33:35,2019-12-21 00:35:39,2019-12-20 19:33:35 EST,2019-12-20 19:35:39 EST,124, Walk, , 
2019-12-21 00:37:03,2019-12-21 04:46:39,2019-12-20 19:37:03 EST,2019-12-20 23:46:39 EST,14976, Walk, , 
2019-12-21 04:31:39,2019-12-21 04:55:38,2019-12-20 23:31:39 EST,2019-12-20 23:55:38 EST,1439, Walk, , 
2019-12-21 06:25:56,2019-12-21 15:16:54,2019-12-21 01:25:56 EST,2019-12-21 10:16:54 EST,31858, Sleep, , 
2019-12-21 20:56:26,2019-12-21 21:13:26,2019-12-21 15:56:26 EST,2019-12-21 16:13:26 EST,1020, Transport, , 
2019-12-21 21:35:53,2019-12-21 23:41:33,2019-12-21 16:35:53 EST,2019-12-21 18:41:33 EST,7540, Transport, , 
2019-12-21 23:41:33,2019-12-22 00:03:21,2019-12-21 18:41:33 EST,2019-12-21 19:03:21 EST,1308, Work, , 
2019-12-22 00:04:08,2019-12-22 00:12:57,2019-12-21 19:04:08 EST,2019-12-21 19:12:57 EST,529, Transport, , 
2019-12-22 00:13:02,2019-12-22 18:52:01,2019-12-21 19:13:02 EST,2019-12-22 13:52:01 EST,67139, Home, Home, 
2019-12-22 08:41:51,2019-12-22 14:36:51,2019-12-22 03:41:51 EST,2019-12-22 09:36:51 EST,21300, Sleep, Home, 
2019-12-22 18:52:03,2019-12-22 19:00:44,2019-12-22 13:52:03 EST,2019-12-22 14:00:44 EST,521, Transport, , 
2019-12-22 19:00:44,2019-12-22 19:03:03,2019-12-22 14:00:44 EST,2019-12-22 14:03:03 EST,139, Walk, , 
2019-12-22 19:57:58,2019-12-22 20:06:34,2019-12-22 14:57:58 EST,2019-12-22 15:06:34 EST,516, Transport, , 
2019-12-22 20:06:43,2019-12-23 20:40:07,2019-12-22 15:06:43 EST,2019-12-23 15:40:07 EST,88404, Home, Home, 
2019-12-23 06:43:41,2019-12-23 14:14:27,2019-12-23 01:43:41 EST,2019-12-23 09:14:27 EST,27046, Sleep, Home, 
2019-12-23 20:40:07,2019-12-23 21:40:59,2019-12-23 15:40:07 EST,2019-12-23 16:40:59 EST,3652, Transport, , 
2019-12-23 22:00:01,2019-12-23 22:32:22,2019-12-23 17:00:01 EST,2019-12-23 17:32:22 EST,1941, Transport, , 
2019-12-23 22:32:22,2019-12-24 07:44:26,2019-12-23 17:32:22 EST,2019-12-24 02:44:26 EST,33124, Home, Home, 
2019-12-24 07:32:04,2019-12-24 15:13:21,2019-12-24 02:32:04 EST,2019-12-24 10:13:21 EST,27677, Sleep, Home, 
2019-12-24 09:02:38,2019-12-31 21:15:16,2019-12-24 04:02:38 EST,2019-12-31 16:15:16 EST,648758, Home, Home, 
2019-12-26 06:38:14,2019-12-26 15:13:35,2019-12-26 01:38:14 EST,2019-12-26 10:13:35 EST,30921, Sleep, Home, 
2019-12-27 08:33:48,2019-12-27 14:24:35,2019-12-27 03:33:48 EST,2019-12-27 09:24:35 EST,21047, Sleep, Home, 
2019-12-28 06:22:28,2019-12-28 13:31:01,2019-12-28 01:22:28 EST,2019-12-28 08:31:01 EST,25713, Sleep, Home, 
2019-12-29 07:43:30,2019-12-29 14:33:58,2019-12-29 02:43:30 EST,2019-12-29 09:33:58 EST,24628, Sleep, Home, 
2019-12-30 08:07:21,2019-12-30 14:51:39,2019-12-30 03:07:21 EST,2019-12-30 09:51:39 EST,24258, Sleep, Home, 
2019-12-31 07:58:00,2019-12-31 14:39:39,2019-12-31 02:58:00 EST,2019-12-31 09:39:39 EST,24099, Sleep, Home, 
2019-12-31 21:15:18,2019-12-31 21:34:49,2019-12-31 16:15:18 EST,2019-12-31 16:34:49 EST,1171, Transport, , 
2019-12-31 21:34:49,2019-12-31 21:58:07,2019-12-31 16:34:49 EST,2019-12-31 16:58:07 EST,1398, Chillin, Toms, 
2019-12-31 21:58:07,2019-12-31 22:02:26,2019-12-31 16:58:07 EST,2019-12-31 17:02:26 EST,259, Walk, , 
2019-12-31 22:02:27,2019-12-31 22:13:57,2019-12-31 17:02:27 EST,2019-12-31 17:13:57 EST,690, Transport, , 
2019-12-31 22:33:52,2019-12-31 22:40:09,2019-12-31 17:33:52 EST,2019-12-31 17:40:09 EST,377, Transport, , 
2019-12-31 22:41:35,2020-01-01 14:46:12,2019-12-31 17:41:35 EST,2020-01-01 09:46:12 EST,57877, Chillin, Toms, 
2020-01-01 14:46:41,2020-01-01 15:23:57,2020-01-01 09:46:41 EST,2020-01-01 10:23:57 EST,2236, Transport, , 
2020-01-01 15:23:57,2020-01-02 13:18:20,2020-01-01 10:23:57 EST,2020-01-02 08:18:20 EST,78863, Home, Home, 
2020-01-02 08:26:53,2020-01-02 12:32:54,2020-01-02 03:26:53 EST,2020-01-02 07:32:54 EST,14761, Sleep, Home, 
2020-01-02 13:18:20,2020-01-02 13:31:17,2020-01-02 08:18:20 EST,2020-01-02 08:31:17 EST,777, Transport, , 
2020-01-02 13:31:17,2020-01-02 14:25:23,2020-01-02 08:31:17 EST,2020-01-02 09:25:23 EST,3246, Medical, South County Hospital, 
2020-01-02 14:33:43,2020-01-02 14:35:54,2020-01-02 09:33:43 EST,2020-01-02 09:35:54 EST,131, Transport, , 
2020-01-02 15:11:45,2020-01-02 15:26:42,2020-01-02 10:11:45 EST,2020-01-02 10:26:42 EST,897, Transport, , 
2020-01-02 15:26:56,2020-01-08 01:19:15,2020-01-02 10:26:56 EST,2020-01-07 20:19:15 EST,467539, Home, Home, 
2020-01-02 21:05:22,2020-01-02 21:22:15,2020-01-02 16:05:22 EST,2020-01-02 16:22:15 EST,1013, Basketball, Home, 
2020-01-02 21:22:15,2020-01-03 01:20:39,2020-01-02 16:22:15 EST,2020-01-02 20:20:39 EST,14304, Traditional strength training, Home, 
2020-01-03 08:18:25,2020-01-03 16:37:48,2020-01-03 03:18:25 EST,2020-01-03 11:37:48 EST,29963, Sleep, Home, 
2020-01-04 07:14:36,2020-01-04 12:46:31,2020-01-04 02:14:36 EST,2020-01-04 07:46:31 EST,19915, Sleep, Home, 
2020-01-04 12:46:41,2020-01-04 15:47:22,2020-01-04 07:46:41 EST,2020-01-04 10:47:22 EST,10841, Sleep, Home, 
2020-01-05 06:58:08,2020-01-05 16:30:06,2020-01-05 01:58:08 EST,2020-01-05 11:30:06 EST,34318, Sleep, Home, 
2020-01-06 08:37:51,2020-01-06 16:20:09,2020-01-06 03:37:51 EST,2020-01-06 11:20:09 EST,27738, Sleep, Home, 
2020-01-07 07:45:32,2020-01-07 15:31:18,2020-01-07 02:45:32 EST,2020-01-07 10:31:18 EST,27946, Sleep, Home, 
2020-01-08 01:19:15,2020-01-08 02:02:17,2020-01-07 20:19:15 EST,2020-01-07 21:02:17 EST,2582, Transport, , 
2020-01-08 02:02:17,2020-01-08 08:51:50,2020-01-07 21:02:17 EST,2020-01-08 03:51:50 EST,24573, Chillin, Toms, 
2020-01-08 08:51:50,2020-01-08 09:11:23,2020-01-08 03:51:50 EST,2020-01-08 04:11:23 EST,1173, Transport, , 
2020-01-08 09:11:23,2020-01-10 12:38:43,2020-01-08 04:11:23 EST,2020-01-10 07:38:43 EST,185240, Home, Home, 
2020-01-08 09:38:22,2020-01-08 15:44:18,2020-01-08 04:38:22 EST,2020-01-08 10:44:18 EST,21956, Sleep, Home, 
2020-01-09 07:25:07,2020-01-09 14:50:31,2020-01-09 02:25:07 EST,2020-01-09 09:50:31 EST,26724, Sleep, Home, 
2020-01-10 08:08:31,2020-01-10 12:08:29,2020-01-10 03:08:31 EST,2020-01-10 07:08:29 EST,14398, Sleep, Home, 
2020-01-10 12:38:43,2020-01-10 12:49:56,2020-01-10 07:38:43 EST,2020-01-10 07:49:56 EST,673, Transport, , 
2020-01-10 14:23:40,2020-01-10 14:39:52,2020-01-10 09:23:40 EST,2020-01-10 09:39:52 EST,972, Transport, , 
2020-01-10 14:39:59,2020-01-12 01:52:53,2020-01-10 09:39:59 EST,2020-01-11 20:52:53 EST,126774, Home, Home, 
2020-01-11 08:24:39,2020-01-11 16:11:40,2020-01-11 03:24:39 EST,2020-01-11 11:11:40 EST,28021, Sleep, Home, 
2020-01-12 01:52:53,2020-01-12 02:04:35,2020-01-11 20:52:53 EST,2020-01-11 21:04:35 EST,702, Transport, , 
2020-01-12 02:10:00,2020-01-12 02:34:13,2020-01-11 21:10:00 EST,2020-01-11 21:34:13 EST,1453, Transport, , 
2020-01-12 02:34:13,2020-01-12 05:28:03,2020-01-11 21:34:13 EST,2020-01-12 00:28:03 EST,10430, Chillin, Toms, 
2020-01-12 05:28:03,2020-01-12 05:44:20,2020-01-12 00:28:03 EST,2020-01-12 00:44:20 EST,977, Transport, , 
2020-01-12 05:44:20,2020-01-13 18:18:37,2020-01-12 00:44:20 EST,2020-01-13 13:18:37 EST,131657, Home, Home, 
2020-01-12 09:10:25,2020-01-12 09:41:40,2020-01-12 04:10:25 EST,2020-01-12 04:41:40 EST,1875, Sleep, Home, 
2020-01-13 11:04:22,2020-01-13 16:28:46,2020-01-13 06:04:22 EST,2020-01-13 11:28:46 EST,19464, Sleep, Home, 
2020-01-13 18:18:37,2020-01-13 20:42:51,2020-01-13 13:18:37 EST,2020-01-13 15:42:51 EST,8654, Transport, , 
2020-01-13 20:58:16,2020-01-13 21:51:07,2020-01-13 15:58:16 EST,2020-01-13 16:51:07 EST,3171, Transport, , 
2020-01-13 21:51:07,2020-01-13 22:20:39,2020-01-13 16:51:07 EST,2020-01-13 17:20:39 EST,1772, Chillin, Quin, 
2020-01-13 22:25:54,2020-01-13 22:41:25,2020-01-13 17:25:54 EST,2020-01-13 17:41:25 EST,931, Walk, , 
2020-01-13 22:43:27,2020-01-13 22:51:10,2020-01-13 17:43:27 EST,2020-01-13 17:51:10 EST,463, Walk, , 
2020-01-13 23:25:33,2020-01-14 15:23:09,2020-01-13 18:25:33 EST,2020-01-14 10:23:09 EST,57456, Chillin, Quin, 
2020-01-14 09:04:19,2020-01-14 14:57:03,2020-01-14 04:04:19 EST,2020-01-14 09:57:03 EST,21164, Sleep, Quin, 
2020-01-14 15:23:09,2020-01-14 15:53:28,2020-01-14 10:23:09 EST,2020-01-14 10:53:28 EST,1819, Transport, , 
2020-01-14 15:53:28,2020-01-14 20:07:42,2020-01-14 10:53:28 EST,2020-01-14 15:07:42 EST,15254, Chillin, Quin, 
2020-01-14 20:08:46,2020-01-14 20:11:08,2020-01-14 15:08:46 EST,2020-01-14 15:11:08 EST,142, Transport, , 
2020-01-14 20:47:18,2020-01-14 20:50:13,2020-01-14 15:47:18 EST,2020-01-14 15:50:13 EST,175, Walk, , 
2020-01-14 20:50:14,2020-01-14 21:22:14,2020-01-14 15:50:14 EST,2020-01-14 16:22:14 EST,1920, Chillin, Quin, 
2020-01-14 21:22:14,2020-01-14 21:25:56,2020-01-14 16:22:14 EST,2020-01-14 16:25:56 EST,222, Transport, , 
2020-01-14 21:37:51,2020-01-14 21:40:42,2020-01-14 16:37:51 EST,2020-01-14 16:40:42 EST,171, Walk, , 
2020-01-14 22:42:53,2020-01-14 22:59:36,2020-01-14 17:42:53 EST,2020-01-14 17:59:36 EST,1003, Chillin, Quin, 
2020-01-14 23:00:21,2020-01-14 23:06:34,2020-01-14 18:00:21 EST,2020-01-14 18:06:34 EST,373, Transport, , 
2020-01-14 23:19:53,2020-01-14 23:26:20,2020-01-14 18:19:53 EST,2020-01-14 18:26:20 EST,387, Transport, , 
2020-01-14 23:26:20,2020-01-15 14:56:43,2020-01-14 18:26:20 EST,2020-01-15 09:56:43 EST,55823, Chillin, Quin, 
2020-01-15 05:41:37,2020-01-15 13:27:16,2020-01-15 00:41:37 EST,2020-01-15 08:27:16 EST,27939, Sleep, Quin, 
2020-01-15 14:56:43,2020-01-15 14:59:55,2020-01-15 09:56:43 EST,2020-01-15 09:59:55 EST,192, Walk, , 
2020-01-15 15:30:03,2020-01-15 16:10:29,2020-01-15 10:30:03 EST,2020-01-15 11:10:29 EST,2426, Transport, , 
2020-01-15 21:54:03,2020-01-16 15:26:16,2020-01-15 16:54:03 EST,2020-01-16 10:26:16 EST,63133, Chillin, Quin, 
2020-01-16 08:36:12,2020-01-16 11:51:30,2020-01-16 03:36:12 EST,2020-01-16 06:51:30 EST,11718, Sleep, Quin, 
2020-01-16 15:46:47,2020-01-16 15:48:51,2020-01-16 10:46:47 EST,2020-01-16 10:48:51 EST,124, Walk, , 
2020-01-16 16:58:58,2020-01-16 17:06:06,2020-01-16 11:58:58 EST,2020-01-16 12:06:06 EST,428, Walk, , 
2020-01-16 17:36:23,2020-01-16 17:41:21,2020-01-16 12:36:23 EST,2020-01-16 12:41:21 EST,298, Walk, , 
2020-01-16 17:58:21,2020-01-16 18:02:30,2020-01-16 12:58:21 EST,2020-01-16 13:02:30 EST,249, Walk, , 
2020-01-16 19:48:03,2020-01-16 19:52:08,2020-01-16 14:48:03 EST,2020-01-16 14:52:08 EST,245, Walk, , 
2020-01-16 20:32:14,2020-01-16 21:02:35,2020-01-16 15:32:14 EST,2020-01-16 16:02:35 EST,1821, Transport, , 
2020-01-16 21:02:35,2020-01-16 21:13:43,2020-01-16 16:02:35 EST,2020-01-16 16:13:43 EST,668, Walk, , 
2020-01-16 22:17:13,2020-01-16 22:21:25,2020-01-16 17:17:13 EST,2020-01-16 17:21:25 EST,252, Transport, , 
2020-01-16 22:21:37,2020-01-17 18:26:52,2020-01-16 17:21:37 EST,2020-01-17 13:26:52 EST,72315, Chillin, Quin, 
2020-01-17 18:26:56,2020-01-17 20:12:30,2020-01-17 13:26:56 EST,2020-01-17 15:12:30 EST,6334, Transport, , 
2020-01-17 20:29:07,2020-01-17 20:36:10,2020-01-17 15:29:07 EST,2020-01-17 15:36:10 EST,423, Transport, , 
2020-01-17 20:57:22,2020-01-17 22:55:15,2020-01-17 15:57:22 EST,2020-01-17 17:55:15 EST,7073, Transport, , 
2020-01-17 22:55:15,2020-01-18 15:51:19,2020-01-17 17:55:15 EST,2020-01-18 10:51:19 EST,60964, Home, Home, 
2020-01-18 08:26:44,2020-01-18 14:15:34,2020-01-18 03:26:44 EST,2020-01-18 09:15:34 EST,20930, Sleep, Home, 
2020-01-18 15:57:20,2020-01-18 22:10:43,2020-01-18 10:57:20 EST,2020-01-18 17:10:43 EST,22403, Home, Home, 
2020-01-18 22:10:43,2020-01-19 15:21:21,2020-01-18 17:10:43 EST,2020-01-19 10:21:21 EST,61838, Home, Home, 
2020-01-19 15:21:29,2020-01-19 15:31:00,2020-01-19 10:21:29 EST,2020-01-19 10:31:00 EST,571, Transport, , 
2020-01-19 16:01:11,2020-01-19 16:31:06,2020-01-19 11:01:11 EST,2020-01-19 11:31:06 EST,1795, Transport, , 
2020-01-19 17:46:12,2020-01-19 17:55:10,2020-01-19 12:46:12 EST,2020-01-19 12:55:10 EST,538, Walk, , 
2020-01-19 18:30:33,2020-01-19 18:33:48,2020-01-19 13:30:33 EST,2020-01-19 13:33:48 EST,195, Walk, , 
2020-01-19 20:15:37,2020-01-19 20:20:32,2020-01-19 15:15:37 EST,2020-01-19 15:20:32 EST,295, Transport, , 
2020-01-19 21:24:37,2020-01-19 21:30:14,2020-01-19 16:24:37 EST,2020-01-19 16:30:14 EST,337, Transport, , 
2020-01-19 21:53:57,2020-01-19 22:15:30,2020-01-19 16:53:57 EST,2020-01-19 17:15:30 EST,1293, Transport, , 
